Title,Genres,Release Date,Release Country,Review Rating,Movie Run Time
No 46 (2016), Horror,2016/02/28,Australia,4.4,-1
Vampire Clay (2017), Horror,2017/09/21,USA,5.9,80
In April (2016), Action| Drama| Fantasy| Horror| Thriller,2016/04/01,USA,8.5,119
Dead Stop (2011), Horror,2016/01/17,USA,6.1,82
Ridge War Z (2013), Horror| Thriller| War,2013/11/05,USA,2.8,89
Raichi Hikari kurabu (2015), Comedy| Horror| Thriller,2016/02/13,Japan,6,-1
Untitled (2011), Comedy| Drama| Horror,2015/01/23,UK,5.2,-1
Andrey Iskanov's Visions of Suffering: Uroboros (2016), Horror,2016/01/01,Sweden,7.9,-1
Mythily Veendum Varunnu (2017), Horror,2017/07/21,India,3.2,94
The Possessed (2016), Horror,2016/07/23,China,6.9,110
When I Was Alive (2014), Drama| Horror| Musical| Thriller,2014/01/31,Brazil,6.4,108
Scarewaves (2014), Horror,2014/09/26,USA,5,82
The Couple (2014), Horror,2014/10/30,Thailand,5.8,-1
Skuggan över Innfyr (2017), Horror,2017/05/01,Sweden,-1,90
La cripta de las condenadas: Parte II (2012), Horror,2012/10/07,Spain,5.8,-1
Flesh of my Flesh (2015), Action| Horror,2015/04/25,USA,5.6,90
The Grave Bandits (2012), Adventure| Comedy| Fantasy| Horror,2013/11/06,Philippines,5.3,100
Shallow Creek Cult (2013), Action| Horror| Thriller,2013/08/18,USA,4,71
Dug Up (2013), Comedy| Horror,2013/10/24,USA,6.6,84
Dawn's Early Light (2013), Horror,2013/05/04,USA,7.6,-1
The Purgation (2015), Drama| Horror| Thriller,2015/04/02,USA,3,86
Killer Holiday (2013), Horror| Thriller,2013/11/05,USA,3.1,103
Altered (2014), Horror| Thriller,2014/01/01,USA,6.6,100
Bangkok 13 Muang Kon Tai (2016), Horror,2016/03/17,Thailand,3.8,-1
Exorcist: The Fallen (2014), Horror,2014/08/31,USA,3.4,81
Ombis: Alien Invasion (2013), Action| Horror| Sci-Fi| Thriller,2013/05/18,USA,3.6,85
Yendha Nerathilum (2017), Horror,2017/07/21,India,-1,-1
Rise of the Legend (2017), Horror,2017/01/06,USA,-1,-1
The Demon Inside (2017), Horror| Thriller,2017/05/16,USA,6,95
Horror House on Highway 6 (2014), Horror,2014/11/04,USA,3.9,86
2 Die For (2017), Horror,2017/10/31,UK,-1,-1
Fagyott május (2017), Horror| Sci-Fi| Thriller,2017/05/05,Hungary,5.9,72
Iron Wolf (2013), Horror,2013/09/13,Germany,2.6,93
Within These Walls (2015), Horror,2015/09/26,USA,6.6,95
Pretty Dead (2013), Drama| Horror,2013/08/01,USA,4.5,77
Clementina (2017), Drama| Horror,2017/10/28,Mexico,-1,90
Pengantin Malam (2014), Horror,2014/06/19,Malaysia,7.7,-1
Main Street Meats (2017), Horror,2017/08/13,USA,8.1,110
Mary Loss of Soul (2014), Horror| Thriller,2015/10/29,USA,4,89
Z-Office (2017), Action| Comedy| Horror,2017/03/01,Germany,5.1,47
Dead Man Tells His Own Tale (2016), Comedy| Fantasy| Horror,2016/09/22,Argentina,4.4,90
Curse of the Slasher Nurse (2017), Horror,2017/01/01,USA,-1,-1
Kidnapped Souls (2012), Horror,2013/02/28,Peru,4.2,86
Dhilluku Dhuddu (2016), Comedy| Horror,2016/07/07,India,5.3,160
The Year After Infection (2012), Horror,2012/01/01,USA,4.6,-1
Oh My Zombie! (2016), Comedy| Horror,2016/11/05,Japan,3.9,90
Factory of Paranormal (2017), Horror,2017/07/13,USA,-1,72
Unholy Ground (2016), Horror,2016/05/14,Germany,6.2,-1
The Eschatrilogy: Book of the Dead (2012), Fantasy| Horror,2014/02/19,Philippines,5.2,103
Paranormal Extremes: Text Messages from the Dead (2015), Drama| Horror,2015/05/01,USA,2.3,102
The Halloween Store Zombie Wedding Movie (2016), Comedy| Horror,2016/10/09,USA,5.4,92
The Big F (2016), Comedy| Horror,2016/08/31,USA,7.2,71
Shadow Hill (2017), Horror,2017/01/01,USA,-1,-1
Vamp Bikers (2013), Action| Horror| Romance,2013/09/22,USA,6.6,98
The Sins of Dracula (2014), Comedy| Horror,2014/10/26,USA,6.2,81
Urban Legend (2016), Horror,2016/09/10,USA,-1,-1
Where the Devil Dwells (2014), Horror| Thriller,2016/04/12,USA,5.4,81
Five Nights at Freddy's: The Fan Film (2016), Horror,2016/06/25,Canada,7.7,55
Shadowhunters: Devilspeak (2015), Horror,2015/09/15,USA,8.1,-1
Shotgun Wedding (2013), Comedy| Horror| Romance,2013/04/02,USA,5.1,92
Sheriff Tom Vs. The Zombies (2013), Comedy| Horror,2013/04/20,USA,5.3,93
Animus: The Tell-Tale Heart (2015), Horror| Thriller,2015/10/31,USA,4.3,95
Knock Knock (2017), Horror,2017/10/06,USA,-1,55
The House that the Devil Built (2017), Horror,2017/10/27,USA,-1,-1
Witchstalker (2014), Horror,2014/10/22,USA,7.6,-1
Bloody House (2016), Horror,2016/05/13,China,4.8,-1
Threesome (2014), Horror,2014/03/13,Thailand,6.2,-1
Coco (2017), Horror,2017/05/31,Spain,8.2,98
The Plague (2016), Action| Horror,2016/11/27,USA,7.8,74
Dry Blood (2017), Horror,2017/04/23,UK,6.9,-1
Harbinger (2015), Fantasy| Horror| Thriller,2015/01/01,USA,5.1,84
Babaroga (2017), Horror,2017/09/30,Australia,-1,120
Amy (2013), Horror,2013/10/01,USA,2,94
Piotrek trzynastego 2: Skórza Twarz (2012), Comedy| Horror,2012/08/19,Poland,4.7,87
Deadtime (2012), Horror| Thriller,2012/05/11,USA,2.2,97
Ninjas vs. Monsters (2012), Action| Comedy| Horror,2012/10/14,USA,3.4,-1
Arpat (2015), Drama| Horror,2015/10/16,Thailand,6.9,91
The Zombie Project (2017), Horror,2017/01/01,USA,-1,-1
Soul (2013), Drama| Horror| Thriller,2013/08/30,Taiwan,6.4,111
La cripta de las condenadas (2012), Horror,2012/10/05,Spain,5.8,-1
The Curse (2017), Horror,2017/04/27,Indonesia,5.5,-1
Kaptara (2013), Animation| Adventure| Fantasy| Horror,2013/01/01,USA,5.2,94
Hollywood Warrioress: The Movie (2016), Action| Horror| Sci-Fi,2016/05/17,USA,3.8,90
Possessed (2014), Animation| Comedy| Horror| Thriller,2014/10/04,Spain,6,81
Vault of Terror II: The Undead (2015), Horror,2015/05/16,USA,7.7,120
Don't Go to the Reunion (2013), Horror| Mystery| Thriller,2013/08/09,USA,4,75
Shadows Fall (2016), Drama| Fantasy| Horror| Thriller,2016/09/01,Panama,6.7,91
The Ferryman (2017), Horror,2017/10/31,UK,-1,-1
House of Whores 2: The Second Cumming (2016), Horror,2016/01/01,USA,6.5,73
Run Phee (2015), Comedy| Drama| Horror| Mystery| Romance,2015/12/03,Thailand,6.2,104
I Saw (2017), Horror| Thriller,2017/01/01,USA,-1,-1
Serenity Farm (2014), Horror| Thriller,2014/01/01,USA,3.1,86
The Inside (2012), Drama| Horror| Thriller,2013/01/13,UK,3,93
Movie Madness (2016), Horror| Thriller,2016/04/01,USA,5.5,90
The Lower Angels (2014), Drama| Horror| Thriller,2014/11/16,USA,8.7,95
Violence of the Mind (2013), Horror| Thriller,2013/07/21,USA,7.1,91
Bacao (2014), Horror,2014/10/29,Philippines,6.7,85
Bhaangarh (2014), Horror,2014/09/05,India,6.9,-1
Solomon's Requiem (2004), Horror,2017/10/16,USA,-1,95
Zombie Hood (2013), Horror,2013/06/08,UK,4.4,90
Future Punks (2017), Horror,2017/06/15,USA,-1,-1
Ojos de madera (2017), Horror,2017/10/26,Uruguay,-1,63
Unidentified (2013), Comedy| Horror| Sci-Fi,2013/11/08,USA,4.2,90
The Dulvey Estate: The Final Chapter (2017), Horror,2017/10/04,UK,-1,-1
Erasmus (2016), Crime| Horror| Thriller,2016/01/01,Spain,4.2,71
Amethyst (2016), Adventure| Fantasy| Horror,2016/12/09,USA,3.1,70
The Paranormal Diaries: Clophill (2013), Horror,2013/10/14,UK,3.6,88
The Black Fables (2015), Action| Fantasy| Horror,2015/01/01,Brazil,6.1,93
3 Sisters (2015), Horror| Thriller,2015/01/01,UK,5.5,87
Fractional (2011), Crime| Horror| Thriller,2015/10/01,USA,4.7,93
Love Scars (2017), Horror,2017/02/14,UK,4.9,93
Black Creek (2017), Horror,2017/01/01,USA,-1,-1
Feast of Fear (2016), Horror,2016/01/01,USA,-1,-1
Another Evil Night (2017), Horror,2017/10/01,USA,-1,-1
13 Score (2014), Horror,2015/04/01,USA,8.4,75
Transmutation: Deep Water Horizon (2016), Horror,2016/12/07,USA,-1,-1
Cellar Secret (2016), Horror| Thriller,2016/12/04,USA,8.6,80
Kfc (2017), Horror,2017/01/27,Vietnam,5.2,69
Ümmü Sibyan: Zifir (2014), Horror,2014/11/21,Turkey,2.8,-1
Blood and Carpet (2015), Comedy| Horror| Thriller,2015/02/12,UK,6.2,76
Muska (2014), Drama| Horror| Thriller,2014/07/25,Turkey,3.4,81
Another Comic Ruse: Motel Sick (2017), Horror,2017/07/01,USA,-1,-1
Barrio Tales 2 (2016), Comedy| Horror,2016/01/01,USA,9.2,80
Violator (2014), Horror| Thriller,2015/07/08,USA,4.9,105
Tales Written in Blood (2017), Horror| Thriller,2017/09/08,Russia,-1,-1
Omnivores (2013), Horror| Thriller,2013/09/20,Spain,5.7,87
Survival (2013), Action| Horror,2013/04/13,Germany,3.4,101
Pregnant (2015), Drama| Horror| Thriller,2015/08/31,UK,5,90
Alienween (2016), Horror,2016/05/06,Italy,5.1,90
Vacant House (2016), Drama| Horror| Thriller,2016/01/01,USA,3.4,84
Genesis (2016), Horror| Sci-Fi,2016/05/13,France,3.7,-1
Sonyeo (2013), Drama| Horror,2013/11/07,South Korea,6.3,110
Exeter (2014), Horror,2014/06/15,USA,5.7,-1
KL24: Zombies (2017), Action| Comedy| Horror,2017/01/08,Malaysia,5,77
Like Lambs (2016), Action| Horror| Thriller,2017/01/01,USA,8.5,85
Edward Lee's the Bighead (2013), Horror,2013/09/22,USA,6.2,-1
Amor tóxico (2015), Drama| Horror| Romance| Thriller,2015/11/09,Spain,4,113
Behind the Door (2014), Horror| Mystery| Thriller,2014/11/25,USA,5.9,-1
Stop Bullying Me! (2017), Horror,2017/01/01,USA,-1,-1
3:33 a.m. (2015), Comedy| Horror,2015/06/22,USA,3.2,139
10 Seconds to Run (2016), Action| Horror| Thriller,2016/01/01,USA,5.5,50
Azazil: Dügüm (2014), Horror,2014/08/29,Turkey,3.3,87
Erebus (2014), Horror| Thriller,2014/11/09,USA,6.8,91
One Last Sunset Redux (2015), Action| Drama| Horror| Thriller| War,2015/10/24,USA,4.6,80
Deadlocked (2017), Drama| Horror| Mystery| Thriller,2017/01/01,USA,-1,-1
6-5=2 (2014), Horror,2014/11/14,India,5,-1
Intensive Care (2017), Action| Crime| Horror| Mystery| Thriller,2017/01/01,USA,-1,72
Coulrophobia (2016), Horror,2016/01/20,UK,-1,85
Montrak (2017), Horror,2017/03/18,Germany,7,-1
The Pick-Axe Murders Part III: The Final Chapter (2014), Horror,2014/09/20,USA,5.1,-1
Broken Cross (2016), Drama| Horror| Thriller,2016/06/18,USA,7.5,-1
Beautiful People (2014), Horror,2015/07/29,Philippines,4.4,75
Mr D's No Thing Tales (2015), Horror,2015/05/01,USA,1.8,82
Killer Ink (2016), Horror,2016/10/11,USA,5.9,92
7th Day (2013), Horror,2013/10/29,USA,5.2,80
Das Werwolfspiel (2013), Horror| Mystery| Thriller,2013/05/07,Austria,2.7,94
Golpo Holeo Shotti (2014), Horror,2014/07/04,India,6.3,116
The Final Exit Movie (2017), Horror,2017/09/22,India,6.8,119
Cannibal Cop (2017), Horror,2017/01/15,USA,6.8,-1
Cross Bearer (2013), Horror,2013/10/09,USA,3.3,71
Blood Theatre (2017), Horror,2017/01/01,USA,-1,-1
The Sleepless (2012), Horror| Mystery,2012/07/12,South Korea,6,-1
Blood Drive: The Movie (2013), Horror| Thriller,2013/02/01,USA,6.8,71
After Effect (2012), Action| Horror| Thriller,2012/02/08,USA,4,-1
Chilling Visions: 5 States of Fear (2014), Horror,2014/07/18,USA,5.8,-1
Scary Story Slumber Party (2017), Horror| Thriller,2017/01/17,USA,5,76
Ciaran the Demon Hunter (2016), Fantasy| Horror,2016/05/14,France,6.9,82
The Garden of Sinners: Future Gospel (2013), Animation| Drama| Fantasy| Horror| Romance,2013/09/28,Japan,7.3,90
"Devil's Backbone, Texas (2015)", Horror,2015/03/31,USA,4.1,80
The Long Island Serial Killer (2013), Crime| Horror| Thriller,2013/11/12,USA,7,81
50 Kisses (2014), Comedy| Drama| Horror| Romance| Sci-Fi,2014/02/01,UK,6.2,89
Betamax (2015), Horror| Thriller,2015/02/21,USA,6.5,-1
Christmas with the Dead (2012), Horror,2012/11/25,Italy,6.2,88
Ular (2013), Horror| Thriller,2013/12/06,Malaysia,5,-1
The Cabining (2014), Comedy| Horror| Thriller,2015/01/16,USA,4.3,83
Salvación (2016), Drama| Fantasy| Horror,2016/10/11,Spain,6.3,-1
Loss of Life (2013), Horror,2013/10/25,USA,4.5,78
Bhangarh: The Last Episode (2017), Horror,2017/03/30,India,7,84
Night Terrors (2014), Comedy| Horror,2014/11/24,USA,6.9,98
Darling 2 (2016), Comedy| Horror,2016/04/01,India,4,117
Zombiefied (2012), Horror,2012/01/01,USA,4.3,-1
Kutukan arwah santet (2012), Horror,2012/09/27,Indonesia,6,81
The Wrong Side of Town (2017), Horror,2017/10/31,UK,-1,-1
Jungle Trap (2016), Horror,2016/09/24,USA,5.2,72
Maya 3D (2016), Horror,2016/09/01,Sri Lanka,7.5,-1
All Sinner's Night (2014), Horror,2014/06/09,USA,1.9,90
Lechmi (2017), Comedy| Horror,2017/08/25,India,-1,150
Nightcomer (2013), Horror| Thriller,2013/01/01,USA,7.4,91
Heavy Water (2014), Drama| Horror,2014/01/01,USA,9,93
Hi-8 (Horror Independent 8) (2013), Comedy| Horror,2013/11/10,USA,5.1,98
Maria Labo (2015), Drama| Horror,2015/11/11,Philippines,5.3,-1
Silent Hill Internal Prison (2014), Horror,2014/10/25,USA,5,-1
Creepy Clowns (2016), Horror,2016/04/21,USA,7.1,88
Penanggal: The Curse of the Malayan Vampire (2013), Horror,2013/11/28,Malaysia,4.3,-1
Cruelty (2017), Crime| Horror| Mystery| Thriller,2017/01/01,USA,7.2,-1
Rock 'n' Roll Frankenstein (1999), Comedy| Horror,2015/11/10,USA,4.7,88
Dark Shade Creek (2012), Horror,2012/11/07,USA,3.8,-1
Axed (2012), Drama| Horror| Thriller,2013/02/19,USA,3.7,84
Talk to the Dead (2013), Horror,2014/10/07,USA,5.6,84
Lake Bodom (2017), Horror| Mystery| Thriller,2017/01/27,New Zealand,-1,-1
Dolly Deadly 2 (2017), Horror| Musical,2017/01/01,USA,-1,-1
Yoogan (2015), Horror| Thriller,2015/04/24,India,6.6,-1
Badass Monster Killer (2015), Action| Comedy| Horror,2015/12/03,USA,6.1,96
Corazon: Ang unang aswang (2012), Drama| Horror,2012/03/14,Philippines,6,101
GH5 (2017), Drama| Horror| Thriller,2017/10/01,USA,-1,90
Kick (2015), Drama| Horror| Thriller,2015/01/09,USA,3.1,76
9-9-81 (2012), Horror,2012/09/13,Thailand,5.5,92
Chain Mail (2015), Drama| Horror| Mystery| Thriller,2015/07/22,Philippines,4.2,90
Fireangels: A Drifter's Fury (2017), Horror| Thriller,2017/06/23,USA,2.8,70
Teeth and Blood (2015), Action| Horror,2015/03/10,USA,4.4,-1
Tear Us Apart (2017), Horror| Thriller,2017/01/01,USA,-1,-1
Elemento (2016), Horror,2016/04/06,Philippines,5.7,80
Safe Haven (2016), Horror,2016/03/17,USA,-1,-1
The Lashman (2014), Action| Drama| Horror| Mystery| Thriller,2014/04/19,USA,7,-1
Story of Eva (2015), Horror| Thriller,2015/01/13,USA,4.1,95
Third Eye (2014), Horror,2014/02/26,Philippines,4.1,90
Face of Evil (2016), Horror| Thriller,2016/09/22,USA,8,90
Terror Toons 3 (2015), Comedy| Fantasy| Horror| Thriller,2016/08/26,USA,4.5,71
Séance (2006), Horror,2013/08/14,Philippines,4.7,88
The Hunt (2012), Action| Horror| Thriller,2012/07/24,France,4.4,74
Serie B (2012), Comedy| Horror| Thriller,2013/04/19,Spain,3.8,81
Scars of Xavier (2017), Drama| Horror| Thriller,2017/10/21,USA,8.5,90
Rumah Malaikat (2016), Horror,2016/11/24,Indonesia,6.5,-1
Maligno (2016), Horror| Mystery,2016/07/14,Peru,6.7,87
The Other One (2017), Horror,2017/04/02,USA,2.8,89
Dreadtime Stories (2014), Horror| Thriller,2015/10/17,USA,4.1,105
Relived (2017), Horror,2017/01/01,Australia,-1,70
The Puppet (2013), Horror,2013/06/20,South Korea,4.8,85
The Campus (2017), Horror,2017/09/01,USA,-1,-1
Halloween: Harvest of Souls 1985 (2013), Horror,2013/08/24,USA,7.1,-1
Attack of the Killer Shrews! (2016), Comedy| Horror,2016/12/10,USA,6.9,86
Kalpana 2 (2016), Comedy| Horror,2016/07/15,India,5.7,150
Trey the Movie (2013), Action| Horror| Thriller,2013/06/04,USA,8,91
Bloody Muscle Body Builder in Hell (2012), Horror,2014/01/01,Japan,6.7,62
Slash 2 (2014), Drama| Horror| Thriller,2014/08/21,USA,7.6,95
Darkest Night (2012), Drama| Horror| Thriller,2013/07/01,USA,3.4,99
Halloween Spookies (2016), Comedy| Family| Horror,2016/10/01,USA,5.1,66
Monarch (2000), Biography| Drama| History| Horror| Mystery| Thriller,2014/09/14,UK,7.7,83
Lung II (2016), Horror| Mystery| Thriller,2016/02/17,USA,5.8,-1
Scavenger Killers (2014), Crime| Horror| Thriller,2014/07/01,USA,4.8,100
Grizzled! (2017), Action| Comedy| Horror,2017/10/31,USA,-1,-1
Horror Stories 2 (2013), Horror,2013/06/05,South Korea,5.5,95
Taught in Cold Blood (2017), Horror| Thriller,2017/03/28,USA,3.6,94
All Saints Eve (2015), Horror,2015/02/17,USA,3.7,83
Scrape (2013), Horror| Mystery| Thriller,2016/01/01,USA,5.3,80
Bayou Tales (2016), Horror,2016/04/06,USA,-1,-1
Bloody Knuckles (2014), Comedy| Horror,2014/10/18,USA,5.7,85
Escóndete (2013), Horror,2013/10/01,Spain,6.7,81
Dementamania (2013), Horror| Thriller,2014/10/17,UK,7,85
666: Kreepy Kerry (2014), Horror,2014/04/02,USA,2.9,75
Dead of the Nite (2013), Horror,2014/01/07,USA,2.9,86
Bride of Violence (2017), Horror| Thriller,2017/08/18,USA,-1,-1
Sky Harbor (2015), Horror,2015/02/05,USA,7.2,-1
LifeRaft (2016), Horror| Sci-Fi| Thriller,2016/07/21,USA,3.4,81
You're Nobody 'til Somebody Kills You (2012), Horror| Thriller,2012/07/10,USA,3.1,86
Half Dead (2013), Action| Horror| Sci-Fi,2013/03/22,USA,-1,90
Devil's Acid (2017), Horror,2017/08/18,USA,-1,-1
Fazbear's Fright: The Fan Film (2017), Horror,2017/06/25,Canada,8.1,70
Trailers (2016), Fantasy| Horror| Mystery| Sci-Fi,2016/11/13,Ireland,7.1,180
Red Spring (2017), Action| Horror,2017/01/01,USA,-1,-1
Run Like Hell (2014), Action| Horror| Thriller,2014/09/09,USA,3.4,80
Savage High (2015), Horror| Mystery,2015/10/30,USA,8.1,90
Classroom 6 (2015), Horror| Mystery,2015/10/09,USA,3.6,76
Cannibal Corpse Killers (2017), Action| Horror| Western,2017/09/29,USA,-1,119
Evil Within (2015), Horror,2015/01/01,USA,-1,-1
The Warning (2015), Horror,2015/03/01,USA,4.7,91
"Husin, Mon & Jin Pakai Toncit (2013)", Comedy| Horror,2013/02/07,Malaysia,5.7,95
OMG... We're in a Horror Movie (2016), Comedy| Horror,2016/12/09,Germany,4.1,107
The Crypt (2014), Horror,2014/12/03,France,3.8,-1
Mahalai Tiang Kuen (2016), Comedy| Horror,2016/07/28,Thailand,5.8,-1
Into the Outbreak (2017), Horror| Sci-Fi,2017/01/01,USA,-1,95
Where the Skin Lies (2017), Horror| Thriller,2017/08/26,UK,4.8,91
Altergeist (2014), Horror| Sci-Fi| Thriller,2014/11/07,USA,3.9,91
Hunting the Legend (2014), Horror| Mystery| Thriller,2014/07/08,Canada,3.5,95
Ghost Coins (2014), Horror,2014/12/24,Thailand,5.9,93
House of Bad (2013), Horror| Thriller,2013/05/18,USA,3.1,96
Le scaphandrier (2015), Adventure| Horror| Sci-Fi| Thriller,2015/02/20,Canada,4.5,78
The Cook (2013), Horror,2013/04/01,USA,4.2,88
Last Humans (2017), Action| Horror,2017/06/16,UK,-1,-1
Cruel Will (2014), Horror| Thriller,2014/01/03,USA,3.6,-1
Naciye (2015), Drama| Horror| Mystery| Thriller,2016/03/11,Turkey,5.9,81
Forest of the Damned 2 (2017), Horror| Thriller,2017/01/01,UK,-1,79
Acid Head: The Buzzard Nuts County Slaughter (2011), Action| Crime| Horror| Music| Thriller,2012/08/01,Canada,2.4,145
Qaqqat Alanngui (2011), Horror| Thriller,2012/10/13,Denmark,6.9,127
Cut/Print (2012), Horror| Thriller,2012/11/02,USA,5.1,92
Theatre of the Deranged (2012), Comedy| Horror| Thriller,2012/06/20,USA,4.3,66
H Project (2013), Horror,2013/10/31,Thailand,4.8,118
A Devil's Wind (2017), Horror,2017/07/25,USA,-1,-1
Bloody Drama (2017), Horror,2017/10/30,USA,-1,-1
Blood Rush (2012), Comedy| Drama| Horror,2012/08/01,USA,4.2,92
Absence (2013), Horror| Sci-Fi| Thriller,2013/07/05,USA,4.1,84
The Thingy: Confessions of a Teenage Placenta (2013), Comedy| Drama| Horror,2013/06/25,Belgium,5.6,84
Coven (2017), Horror,2017/01/01,USA,-1,-1
Dark Entry (2016), Horror,2016/04/20,USA,-1,87
Bring Back the Dead (2015), Horror,2015/01/08,Singapore,6.4,86
Fear Is Coming (2016), Horror| Thriller,2016/03/25,China,4.4,-1
The Summer of Massacre (2012), Horror| Thriller,2012/01/24,USA,2.6,-1
Ang pagsanib kay Leah Dela Cruz (2017), Drama| Horror| Mystery| Thriller,2017/06/28,Philippines,5.3,97
The Wolves of Savin Hill (2017), Crime| Drama| Horror,2017/09/01,USA,7.4,100
She Wolf (2013), Action| Horror| Thriller,2013/09/20,USA,5.9,92
The Second Coming (2014), Fantasy| Horror| Thriller,2014/03/13,Singapore,4.8,88
Necronos (2010), Horror,2014/03/18,USA,3.8,127
Death Do Us Apart (2014), Comedy| Horror,2014/07/01,UK,6.5,-1
Another Kind (2013), Horror| Thriller,2013/11/23,USA,5.2,76
Still (2016), Comedy| Horror,2016/10/26,USA,8.4,-1
P.O.V. - A Cursed Film (2012), Horror,2012/02/18,Japan,5.8,92
Mon Son Phee (2015), Comedy| Horror,2015/10/29,Thailand,5.8,-1
"Die, My Dear (2017)", Drama| Horror| Thriller,2017/01/01,USA,7.4,90
Red Sword (2012), Horror,2012/03/03,Japan,6.8,76
Dead Again (2017), Horror,2017/08/11,India,-1,-1
Tragic Theater (2015), Horror,2015/01/08,Philippines,3.2,95
Dead Sunrise (2016), Adventure| Horror| Sci-Fi| Thriller,2016/09/13,Australia,5.7,120
Greatful Dead (2013), Horror,2015/01/26,UK,6.5,97
Collapse (2011), Horror| Thriller,2014/09/23,USA,4.9,88
Crayon Shinchan: My Moving Story (2015), Animation| Adventure| Comedy| Horror| Thriller,2015/04/18,Japan,7.1,-1
Roadside Massacre (2012), Horror,2013/09/12,Germany,2.7,83
Everto (2015), Drama| Horror| Mystery,2016/05/23,USA,4.2,114
The 13th Unit (2014), Horror| Sci-Fi| Thriller,2014/02/01,USA,2.7,79
The Crypt (2009), Horror,2015/01/29,Peru,3.4,84
Demon (2013), Horror,2013/09/01,USA,3.2,-1
Zombie Beach (2010), Action| Comedy| Horror| Musical| Mystery| Romance| Thriller,2017/02/21,USA,6.9,71
Time to Kill (2014), Action| Horror| Thriller,2014/03/21,USA,5.7,71
Feed the light (2014), Horror,2014/04/12,USA,7.2,75
Cool as Hell (2013), Comedy| Horror,2013/02/19,USA,4.4,100
O.T. The Movie (2014), Comedy| Horror| Thriller,2014/10/23,Thailand,6.4,96
21 (2016), Horror,2016/07/29,India,8.2,98
The Giant Spider (2013), Horror| Sci-Fi,2013/05/01,USA,6.6,71
