Title,Genres,Release Date,Release Country,Review Rating,Movie Run Time
Scream: A New Beginning - Fan Film (2017), Horror,1-Aug-17,USA,,
Compound Fracture (2014), Horror| Thriller,4-Feb-15,Philippines,4.4,90 min
Night of the Living Dead: Resurrection (2012), Horror,30-Nov-12,UK,2.7,86 min
Theta States (2017), Horror,13-Jan-17,USA,8.2,
Detention of the Dead (2012), Comedy| Horror,27-Apr-12,USA,4.6,87 min
Some Guy Who Kills People (2011), Comedy| Crime| Drama| Horror| Mystery| Thriller,5-Oct-12,UK,6.4,97 min
Aaron's Blood (2016), Drama| Horror| Mystery| Thriller,2-Jun-17,USA,4.8,80 min
Plague (2015), Drama| Horror,12-May-15,USA,5.9,84 min
Capps Crossing (2017), Horror| Thriller,9-Jun-17,USA,4.8,85 min
Dollface (2014), Horror,2-Aug-14,USA,3.4,94 min
Wind Walkers (2015), Action| Horror| Thriller,16-Oct-15,USA,3.7,93 min
A God Without a Universe (2015), Drama| Horror| Thriller,28-May-15,Denmark,6.3,94 min
Shadows on the Wall (2015), Horror| Sci-Fi| Thriller,17-Jul-15,USA,5.2,90 min
Puppet Master X: Axis Rising (2012), Action| Fantasy| Horror| Sci-Fi| War,15-Sep-12,USA,4.3,86 min
Scareycrows (2017), Comedy| Horror,22-Sep-17,USA,7,73 min
Antisocial 2 (2015), Horror,30-Jul-15,Canada,4.9,90 min
Dead South (2016), Action| Drama| Horror| Thriller,2016,USA,3.5,108 min
Unhallowed Ground (2015), Horror| Thriller,25-Apr-15,UK,3.5,97 min
F (2010), Horror| Thriller,9-Jul-13,USA,4.7,79 min
The Precipice Game (2016), Horror,1-Jul-16,China,4.6,90 min
Mara (2017), Crime| Horror| Thriller,2017,USA,,
Pro Wrestlers vs Zombies (2014), Action| Comedy| Horror| Thriller,28-Mar-14,USA,3.6,88 min
Trip to Bhangarh: Asia's Most Haunted Place (2014), Horror| Thriller,28-Aug-14,India,2.7,113 min
The Amityville Playhouse (2015), Horror,15-Apr-16,Germany,1.9,99 min
Bloodwork (2012), Horror| Thriller,10-May-12,Netherlands,5.2,96 min
The Girl with No Name (2017), Horror,3-Mar-17,USA,5.6,80 min
Dwelling (2016), Horror| Thriller,9-Oct-16,USA,4.9,88 min
Save Yourself (2015), Horror| Thriller,28-Nov-15,Canada,5.6,91 min
North Woods (2016), Comedy| Horror,2016,USA,6.1,75 min
Dead of Night (2015), Horror| Thriller,16-Dec-15,USA,4.5,87 min
Don't Speak (2015), Horror| Mystery| Thriller,10-Oct-15,Spain,2.7,82 min
Abhinetri (2016), Comedy| Horror,7-Oct-16,India,6.5,127 min
The Invoking (2013), Horror| Thriller,27-Nov-14,Peru,2.9,82 min
Fallen Soldiers (2015), Horror| Mystery,1-Aug-15,UK,4.4,85 min
Mereka Yang Tak Terlihat (2017), Horror,11-Oct-17,Indonesia,6.7,
"Run, Hide, Die (2012)", Horror| Thriller,1-Sep-15,USA,3.5,104 min
388 Arletta Avenue (2011), Horror| Thriller,10-Nov-12,Japan,4.9,87 min
Charlie Charlie (2017), Horror,2017,USA,,
Area 407 (2012), Horror| Sci-Fi| Thriller,21-May-12,UK,3.6,
City of Dead Men (2014), Horror| Thriller,15-Nov-14,USA,3.8,87 min
Cannibal Diner (2012), Horror| Mystery| Thriller,18-Oct-12,Germany,2.2,75 min
Kissing Darkness (2014), Comedy| Horror| Thriller,6-Apr-14,Belgium,3.6,87 min
Killer Waves (2016), Horror,16-Jul-16,USA,4.1,
The Last Will and Testament of Rosalind Leigh (2012), Horror| Mystery| Thriller,13-Jun-13,Russia,5.3,82 min
Gnaw (2017), Horror,16-Sep-17,USA,8.6,97 min
Axe Giant: The Wrath of Paul Bunyan (2013), Fantasy| Horror,18-Jun-13,USA,3.6,90 min
Tsunambee (2015), Drama| Horror,2015,USA,4.3,82 min
The Lake on Clinton Road (2015), Horror,17-Jul-15,USA,2.4,
Holy Terror (2017), Horror,1-Apr-17,USA,5.2,77 min
Resident Evil: Red Falls (2013), Action| Horror| Sci-Fi| Thriller,7-Nov-13,USA,5.6,53 min
House Guest Massacre (2013), Horror| Thriller,15-Jul-13,USA,6.1,71 min
Streets of Vengeance (2016), Action| Horror| Thriller,13-Oct-16,USA,7.2,73 min
Sadako 3D (2012), Horror,12-May-12,Japan,3.9,96 min
Among Us (2017), Drama| Horror| Thriller,8-Aug-17,USA,4.4,91 min
Party Crasher (2017), Horror,2017,USA,,
The End? (2017), Horror| Thriller,27-Aug-17,UK,5.7,100 min
Rape Zombie: Lust of the Dead 5 (2014), Horror,23-Jun-15,USA,5.2,
Observance (2015), Horror| Mystery| Thriller,7-Apr-16,Kuwait,4.7,90 min
Karate Kill (2016), Action| Horror,18-Jul-17,USA,5.3,89 min
Lanet: Ervah Cinleri (2017), Horror,28-Apr-17,Turkey,4.2,
Trip House (2017), Drama| Fantasy| Horror| Sci-Fi| Thriller,1-Aug-17,USA,5.8,90 min
Meatball Machine Kodoku (2017), Action| Comedy| Horror| Sci-Fi| Thriller,19-Aug-17,Japan,5.8,108 min
A Dragon Arrives! (2016), Adventure| Horror| Mystery,2016,Iran,6.7,
An American Ghost Story (2012), Horror,1-Oct-12,USA,4.3,95 min
Sequence Break (2017), Horror| Romance| Sci-Fi,18-Jul-17,Canada,5.7,80 min
The Appearing (2014), Horror| Mystery| Thriller,25-Mar-14,USA,3,92 min
The Piper (2015), Horror| Mystery| Thriller,9-Jul-15,South Korea,6.3,119 min
An American Terror (2014), Drama| Horror,3-Feb-15,USA,4.2,85 min
Fortune Cookie (2016), Horror,28-Mar-16,USA,5.1,89 min
Camp Dread (2014), Horror| Mystery| Thriller,19-May-14,UK,3.9,94 min
Clawed (2017), Horror,19-Sep-17,USA,5.9,95 min
Charlotte's Song (2015), Drama| Fantasy| Horror,2015,USA,6.9,88 min
Beware the Lake (2017), Horror| Thriller,22-Aug-17,USA,,90 min
The Book of Nightmares (2017), Horror,2017,Canada,,
Magi (2016), Horror,29-Apr-16,Turkey,6.1,132 min
Blood Lust (2016), Horror| Mystery,15-Jan-16,USA,2.7,74 min
The Wake (2017), Horror,4-Jul-17,USA,2.6,86 min
Code Red (2013), Action| Horror| Sci-Fi,13-Feb-14,Kuwait,4.3,
Rape Zombie: Lust of the Dead 4 (2014), Horror,2014,Japan,5.7,87 min
The Domicile (2017), Horror,8-Aug-17,USA,2.7,82 min
The Triangle (2016), Horror| Mystery,28-Jun-16,USA,4.9,94 min
Tom Holland's Twisted Tales (2014), Horror,18-Mar-14,USA,4.3,144 min
American Poltergeist (2016), Horror,22-Jul-16,Philippines,3.2,73 min
Pisasu (2014), Horror,18-Dec-14,India,7.7,114 min
Cherry Tree (2015), Horror,2015,Ireland,4.3,85 min
Dabbe (Dab6e) (2015), Horror,11-Sep-15,Turkey,6.1,153 min
Chrysalis (2014), Drama| Horror| Sci-Fi,24-Apr-14,USA,4.6,100 min
Lake Fear (2014), Comedy| Horror,1-Dec-14,USA,4.8,
Hansel vs. Gretel (2015), Horror,31-Mar-16,Germany,2.9,86 min
Delirium (2016), Horror| Thriller,30-Oct-16,USA,6.1,
Gnome Alone (2015), Horror,20-Jan-15,USA,3.4,94 min
"Scaler, Dark Spirit (2016)", Horror| Thriller,18-Jun-16,USA,5.5,80 min
Chilling Visions: 5 Senses of Fear (2013), Horror,24-Jan-15,Japan,5,88 min
Creeper (2012), Horror,16-Aug-12,USA,5,94 min
Zombie Hunter (2013), Action| Comedy| Horror,8-Oct-13,USA,3.5,93 min
Kingdom of Sin (2016), Horror,10-Jul-16,USA,,90 min
Sorority Party Massacre (2012), Comedy| Horror,1-Dec-12,USA,3.4,103 min
The Corridor (2010), Drama| Horror| Sci-Fi| Thriller,30-Mar-12,Canada,4.8,98 min
Wolf Town (2011), Horror| Thriller,28-Feb-12,USA,3.1,90 min
Sensoria (2015), Drama| Horror| Thriller,22-Jan-16,USA,4.3,81 min
Cry of Fear (2015), Horror,3-Dec-15,USA,7,
The Summoning (2015), Horror| Thriller,6-Jun-15,USA,6.1,
Dead Billy (2016), Drama| Horror| Mystery| Thriller,14-Oct-16,USA,5.3,127 min
Apocalypse Z (2013), Action| Horror| Sci-Fi,26-Oct-13,Japan,2.3,87 min
Cell 213 (2011), Horror,22-Jul-14,USA,5,109 min
Bear Creek (2017), Horror,19-Feb-17,USA,5,90 min
Toad Road (2012), Horror,25-Oct-13,USA,5.1,76 min
American Guinea Pig: Bouquet of Guts and Gore (2014), Horror,24-Oct-14,USA,4.4,
Lost Time (2014), Horror| Sci-Fi| Thriller,19-Sep-14,USA,2.9,93 min
The Midnight Man (2016), Horror,30-Sep-16,Canada,5.8,95 min
The Afflicted (2011), Horror| Thriller,1-Mar-12,USA,4.6,
Blood Trap (2015), Comedy| Crime| Horror| Thriller,20-Sep-16,USA,4,90 min
KL Zombi (2013), Comedy| Horror| Thriller,29-Aug-13,Malaysia,5.1,
Zombie Pizza (2017), Comedy| Horror,1-Apr-17,USA,5.1,94 min
The Haunting of Helena (2012), Horror| Thriller,18-Jun-13,USA,4.7,84 min
Cine Basura: La película (2016), Comedy| Horror| Sci-Fi,8-Oct-16,Spain,6.9,90 min
The Sighting (2016), Horror| Sci-Fi| Thriller,10-May-16,USA,3.8,
Roseville (2013), Horror| Mystery| Thriller,20-Dec-13,Bulgaria,6.2,120 min
616: Paranormal Incident (2013), Horror,12-Feb-13,USA,2.8,90 min
"Sweet, Sweet Lonely Girl (2016)", Drama| Horror| Thriller,22-Sep-16,USA,5.4,76 min
Lion (2017), Horror,2017,UK,,12 min
HoneyBee (2016), Horror,18-Oct-16,USA,7.1,95 min
Asmodexia (2014), Horror,26-Sep-14,USA,4.7,81 min
Flight from Hell (2014), Action| Horror| Thriller,21-Mar-14,China,3.9,86 min
Red Room (2017), Horror| Thriller,2017,Ireland,,96 min
Director's Cut (2016), Horror,22-Jan-16,USA,6,90 min
The Poltergeist of Borley Forest (2013), Horror| Mystery| Thriller,31-Aug-13,USA,2.5,102 min
Fractured (2015), Drama| Horror| Thriller,17-Apr-15,USA,2.4,89 min
Sharkenstein (2016), Action| Horror| Sci-Fi,16-Aug-16,USA,2.4,85 min
Devi(L) (2016), Comedy| Horror,7-Oct-16,USA,6.3,126 min
Dark Circles (2013), Horror,21-May-13,USA,5.1,87 min
Insectula! (2015), Comedy| Horror| Sci-Fi,13-Mar-15,USA,5.7,101 min
Hide and Never Seek (2016), Horror,26-Oct-16,South Korea,3.9,88 min
The Mine (2012), Adventure| Horror| Mystery| Thriller,13-Sep-12,USA,3.8,95 min
Adam K (2017), Horror,12-Aug-17,USA,5.2,93 min
Shivalinga (2016), Drama| Horror| Thriller,5-Mar-16,USA,7.4,155 min
Comedown (2012), Horror,25-Apr-13,Bahrain,4.7,
13/13/13 (2013), Horror,1-Oct-13,USA,4.4,86 min
Cord (2015), Fantasy| Horror| Romance| Sci-Fi,28-Mar-15,Colombia,5,65 min
Rogue River (2012), Horror| Thriller,16-Jan-12,UK,4.3,81 min
All Hallows Eve: October 30th (2015), Horror| Thriller,16-Jun-15,USA,4.2,105 min
Find Me (2014), Horror| Mystery| Thriller,1-Sep-14,USA,4.6,85 min
The Attic (2017), Horror,25-Jan-17,Thailand,3.2,72 min
The Amityville Asylum (2013), Horror,3-Jun-13,UK,2.9,88 min
The Coed and the Zombie Stoner (2014), Comedy| Horror,18-Apr-14,USA,3.7,91 min
Impossible Horror (2017), Horror,16-Oct-17,Canada,5.9,76 min
Hellbenders (2012), Comedy| Horror| Thriller,23-May-13,Russia,4.8,85 min
Sangili Bungili Kadhava Thorae (2017), Comedy| Horror,18-May-17,Kuwait,5.5,
Slasher Night (2017), Horror| Mystery| Thriller,7-Sep-17,USA,,75 min
Airborne (2012), Comedy| Horror| Mystery| Thriller,6-Feb-13,Sweden,3.9,81 min
Playback (2012), Horror| Thriller,9-Mar-12,USA,4.3,98 min
House on the Hill (2012), Crime| Horror,21-Jul-15,USA,2.9,85 min
Bachelor Games (2016), Action| Adventure| Comedy| Horror| Thriller,1-Jul-16,USA,4.4,86 min
All About Evil (2010), Comedy| Horror,25-Jun-14,USA,6.2,98 min
I Will Follow You Into the Dark (2012), Drama| Horror| Romance| Thriller,11-Oct-13,USA,4.6,112 min
Prisoners of the Sun (2013), Action| Adventure| Horror| Mystery,8-Jul-14,USA,3.6,85 min
Ooga Booga (2013), Comedy| Fantasy| Horror,12-Mar-13,USA,3.6,87 min
Without Name (2016), Drama| Horror| Mystery| Thriller,1-Oct-16,Spain,5.6,93 min
The Penny Dreadful Picture Show (2013), Horror,8-Oct-13,USA,5.1,101 min
Throwback (2014), Action| Adventure| Horror| Mystery| Thriller,2014,Australia,3.9,
Late Night Double Feature (2016), Comedy| Horror| Thriller,6-Dec-16,Canada,4,89 min
13 Eerie (2013), Horror| Sci-Fi,2-Apr-13,USA,4.5,87 min
Gogol. Nachalo (2017), Adventure| Crime| Horror| Mystery| Thriller,31-Aug-17,Russia,5.6,107 min
A Resurrection (2013), Horror| Thriller,22-Mar-13,USA,4,89 min
"Bullets, Fangs and Dinner at 8 (2015)", Comedy| Crime| Horror| Thriller,12-Jun-15,USA,5.7,90 min
Massacre County (2015), Crime| Horror| Mystery| Thriller,12-Nov-15,Brazil,5.7,113 min
2 Bedroom 1 Bath (2014), Horror| Mystery| Thriller,5-Sep-14,USA,4.1,91 min
The Mimic (2017), Drama| Fantasy| Horror| Mystery| Thriller,17-Aug-17,South Korea,6,100 min
Paranormal Movie (2013), Comedy| Horror,9-Apr-13,USA,2.2,88 min
Silent Retreat (2016), Horror| Mystery| Thriller,12-Jan-16,USA,4.1,92 min
Atrocious (2015), Horror,31-Oct-15,Mexico,5.9,79 min
Joker's Wild (2016), Horror| Thriller,1-Jun-16,USA,1.9,71 min
Over Your Dead Body (2014), Horror,23-Aug-14,Japan,6.2,93 min
Ghost of Goodnight Lane (2014), Comedy| Horror,10-Jun-14,USA,4.4,96 min
Evil Bong 666 (2017), Comedy| Horror,20-Apr-17,USA,5.5,65 min
Bornless Ones (2016), Horror,10-Feb-17,USA,4.7,81 min
Neverlake (2013), Drama| Horror| Mystery,25-Apr-14,Germany,5.4,86 min
Walking Dead in the West (2016), Horror,22-Aug-16,USA,2.9,88 min
Black Butler (2014), Action| Crime| Drama| Fantasy| Horror| Mystery| Thriller,18-Jan-14,Japan,6.3,119 min
The Haunted House on Kirby Road (2016), Adventure| Comedy| Horror| Mystery| Thriller,14-Oct-16,USA,5.7,83 min
Der Bunker (2015), Comedy| Drama| Horror,21-Jan-16,Germany,6.2,85 min
Moth (2016), Drama| Horror| Mystery,21-Feb-17,USA,3.6,81 min
Grace: The Possession (2014), Horror| Thriller,21-Oct-14,USA,4.8,87 min
Helter Skelter (2012), Drama| Horror,14-Jul-12,Japan,6.4,
Krampus Unleashed (2016), Horror,1-Nov-16,USA,2.4,
I Am Alone (2015), Drama| Horror| Sci-Fi,12-Sep-15,USA,6.4,88 min
Diário de um Exorcista - Zero (2016), Horror| Thriller,25-May-16,Brazil,4.5,98 min
Devil's Domain (2016), Horror,2016,USA,3.4,93 min
Dead Sea (2014), Action| Horror| Sci-Fi| Thriller,4-Nov-16,USA,4,90 min
Re-Kill (2015), Action| Horror,16-Oct-15,USA,5,88 min
Interior (2014), Horror| Thriller,26-Oct-14,USA,6.7,82 min
The Bride (2014), Horror| Thriller,5-Aug-14,Japan,3.4,82 min
Dracula: The Impaler (2013), Action| Horror| Thriller,31-Oct-13,USA,3.5,86 min
Halloween: The Night HE Came Back (2016), Horror,25-Oct-16,Canada,6.9,45 min
Die Präsenz (2014), Horror,31-Oct-14,Germany,4.1,83 min
Bubba the Redneck Werewolf (2014), Comedy| Horror,25-Oct-14,USA,6.7,80 min
Demon Hunter (2016), Action| Adventure| Fantasy| Horror| Thriller,2017,USA,3.9,85 min
Spiders 3D (2013), Horror| Sci-Fi| Thriller,21-Feb-13,Malaysia,3.4,89 min
The Fappening (2015), Horror,25-Aug-15,USA,7.1,80 min
A Beginner's Guide to Snuff (2016), Comedy| Horror| Thriller,4-Mar-16,USA,5.5,87 min
Inbred (2011), Comedy| Horror,21-Sep-12,UK,5.2,98 min
Sanitarium (2013), Horror| Mystery| Thriller,1-Feb-14,Netherlands,4.6,108 min
Found (2012), Drama| Horror| Thriller,10-Jan-17,Japan,5.9,103 min
Soulmate (2013), Horror| Mystery,12-Jul-14,USA,5.1,104 min
The Butterfly Room (2012), Horror| Thriller,11-Apr-14,USA,5.6,87 min
Ouija Summoning (2015), Horror,2015,Egypt,3.1,90 min
Isle of the Dead (2016), Action| Horror,18-Aug-16,USA,5.3,90 min
Zombie Massacre 2: Reich of the Dead (2015), Horror| War,8-Jun-15,UK,2.5,84 min
Hansel & Gretel: Warriors of Witchcraft (2013), Action| Adventure| Horror| Thriller,22-Jan-13,USA,2.6,83 min
Children of the Corn: Genesis (2011), Horror| Thriller,17-Mar-12,Japan,3.8,80 min
Another World (2014), Action| Horror| Sci-Fi,1-Mar-16,Israel,5.8,99 min
The Thompsons (2012), Drama| Horror| Thriller,31-Dec-12,USA,4.7,82 min
The Profane Exhibit (2013), Horror,2013,Canada,3.4,
In Fear (2013), Horror| Mystery| Thriller,15-Nov-13,UK,5.5,85 min
Downhill (2016), Action| Horror| Sport| Thriller,14-Jan-17,Japan,3.5,82 min
Hollow (2011), Horror| Mystery| Thriller,19-Feb-13,USA,6.7,91 min
Blood Moon (2014), Horror| Thriller| Western,1-Sep-15,USA,4.6,90 min
Treehouse (2014), Horror| Mystery| Thriller,25-Jun-15,South Korea,3.9,96 min
Zombex (2013), Horror| Sci-Fi| Thriller,26-Oct-13,USA,2.2,81 min
Exit Humanity (2011), Drama| Horror,29-Jun-12,UK,5.4,114 min
The Night of the Virgin (2016), Comedy| Fantasy| Horror| Mystery| Thriller,1-Oct-16,USA,5.4,116 min
Plan 9 (2015), Comedy| Horror| Sci-Fi| Thriller,16-Feb-16,USA,4,103 min
American Exorcism (2017), Horror,2-May-17,USA,2.8,92 min
The Pact II (2014), Horror| Mystery| Thriller,5-Sep-14,USA,4.4,96 min
Agoraphobia (2015), Horror| Thriller,11-Oct-15,USA,3.5,86 min
Pernicious (2014), Horror| Thriller,20-Feb-15,USA,4.9,90 min
Playing with Dolls: Havoc (2017), Horror| Thriller,18-Jul-17,USA,5.3,78 min
Night Wolf (2010), Action| Horror| Thriller,1-Apr-12,USA,4.5,81 min
Night of the Living Dead: Darkest Dawn (2015), Animation| Action| Horror,5-Oct-15,USA,4.1,62 min
Trench 11 (2017), Horror| Thriller| War,15-Oct-17,Canada,7.2,90 min
Into the Forest (2016), Drama| Fantasy| Horror| Thriller,15-Feb-17,France,5.7,103 min
Tormented (2014), Horror| Thriller,27-Jan-16,Philippines,4.8,83 min
The Unfolding (2016), Horror| Mystery| Thriller,14-Mar-16,UK,3.6,90 min
Scathing (2016), Horror| Thriller,15-Nov-16,USA,6.8,83 min
Aaah! Zombies!! (2007), Comedy| Horror,1-Jan-13,Netherlands,5.7,87 min
Le manoir (2017), Comedy| Horror,21-Jun-17,France,4.9,100 min
The Blue Elephant (2014), Drama| Horror| Mystery| Thriller,28-Jul-14,Egypt,8.2,170 min
Ballad in Blood (2016), Horror,25-Sep-16,Austria,3.7,
Bloodrunners (2017), Action| Crime| Horror| Mystery| Thriller,3-Mar-17,USA,6.6,95 min
White Slaves of K-Town (2017), Horror,6-Jan-17,USA,6.2,74 min
The Basement (2017), Horror,28-Apr-17,Hungary,3.3,82 min
A Haunting in Cawdor (2015), Horror| Thriller,11-Mar-16,USA,3.3,100 min
Dementia (2015), Horror| Thriller,4-Dec-15,USA,5.1,90 min
Blood Glacier (2013), Horror,27-Sep-13,Austria,5.4,98 min
Evangeline (2013), Fantasy| Horror| Thriller,8-May-15,USA,3.7,85 min
Home (2016), Drama| Horror| Thriller,1-Mar-16,USA,4,87 min
Barbarous Mexico (2014), Horror,23-Aug-15,Japan,5,114 min
Game of Assassins (2013), Action| Adventure| Horror,2013,USA,6.6,80 min
Do You See Me (2017), Horror,20-May-17,USA,9.1,
Thale (2012), Drama| Fantasy| Horror| Mystery| Thriller,17-Feb-12,Norway,5.6,76 min
Lizzie Borden's Revenge (2013), Horror,18-Oct-13,USA,2.2,83 min
The Drownsman (2014), Fantasy| Horror| Thriller,8-Nov-14,USA,4.1,88 min
Macabre (2009), Horror,1-Nov-13,USA,6.4,95 min
Pizza (2014), Horror| Mystery| Thriller,18-Jul-14,India,6.3,107 min
Fender Bender (2016), Horror| Thriller,23-May-16,USA,5,91 min
Quarantine L.A. (2013), Horror| Sci-Fi,17-Mar-16,South Korea,2.6,75 min
Manhole (2014), Horror| Thriller,8-Oct-14,South Korea,5.1,101 min
Family Possessions (2016), Horror,21-Oct-16,USA,9,
Hypersomnia (2016), Fantasy| Horror| Mystery| Thriller,30-Mar-17,Argentina,4.8,90 min
Raju Gari Gadhi (2015), Horror,22-Oct-15,India,5.3,135 min
Mon Mon Mon Monsters (2017), Horror,28-Jul-17,Taiwan,5.2,113 min
Lake Nowhere (2014), Horror,1-Oct-14,USA,6.7,51 min
The Facility (2012), Horror,23-Jun-12,UK,4.8,80 min
House of Evil (2017), Horror,2017,Italy,3.5,
Stranded (2013), Horror| Sci-Fi,26-Jul-13,USA,3.5,84 min
Tilt (2017), Drama| Horror| Thriller,22-Apr-17,USA,7,99 min
Savageland (2015), Crime| Horror| Thriller,24-Feb-17,USA,6,80 min
Night of the Living Dead: Rebirth (2017), Horror,2017,USA,,
Hayride (2012), Crime| Drama| Horror,14-Oct-12,USA,3.4,
You're Killing Me (2015), Comedy| Horror| Romance,24-Feb-17,USA,5.1,88 min
Todd and the Book of Pure Evil: The End of the End (2017), Animation| Comedy| Horror,3-Sep-17,Canada,8.4,
Ghoul (2015), Horror| Thriller,26-Feb-15,Czech Republic,4.5,86 min
Appetites (2015), Horror| Thriller,4-Aug-15,USA,3.1,106 min
Devil's Night (2017), Horror| Thriller,10-Oct-17,USA,6.2,90 min
Rise of the Zombies (2012), Action| Horror| Thriller,27-Oct-12,USA,4,89 min
Slaw (2017), Horror,20-Oct-17,USA,,
Entity (2012), Horror| Thriller,2-Jul-13,USA,4.7,87 min
Curse of the Witching Tree (2015), Horror,7-Sep-16,Philippines,4.8,102 min
The Cloth (2013), Action| Fantasy| Horror,2-Jul-13,USA,2.7,88 min
The Demented (2013), Horror,20-Aug-13,Taiwan,3.9,92 min
Hotel of the Damned (2016), Horror| Thriller,9-Dec-16,USA,4.6,84 min
House of Flesh Mannequins (2009), Drama| Horror| Mystery| Thriller,1-Apr-16,USA,3.4,100 min
The Creature Below (2016), Horror| Sci-Fi,28-Feb-17,USA,3.5,83 min
I'm Dreaming of a White Doomsday (2017), Drama| Horror,20-Oct-17,USA,8.7,71 min
Dances with Werewolves (2016), Horror,1-Nov-16,USA,7.5,86 min
Mysterious Island (2012), Adventure| Horror| Sci-Fi,11-Feb-13,USA,3.5,91 min
White Coffin (2016), Action| Horror| Thriller,1-Dec-16,Argentina,4.3,75 min
Sleepaway Camp IV: The Survivor (2012), Horror,23-Mar-12,USA,1.7,70 min
Galaxy of Horrors (2017), Horror| Sci-Fi,7-Mar-17,USA,4.6,105 min
Naruto Shippuden the Movie: Blood Prison (2011), Animation| Action| Comedy| Horror| Mystery| Thriller,18-Feb-14,USA,7.4,108 min
Flay (2017), Drama| Fantasy| Horror| Mystery| Thriller,2017,USA,,94 min
Ghostmates (2016), Comedy| Fantasy| Horror,14-Dec-16,USA,5,85 min
Compulsion (2016), Fantasy| Horror| Thriller,19-Nov-16,Italy,6.4,84 min
American Guinea Pig: The Song of Solomon (2017), Horror,7-Oct-17,Spain,,
Trauma (2017), Horror,6-Oct-17,Spain,,110 min
The Rift (2016), Horror| Sci-Fi| Thriller,28-Apr-16,Serbia,3.9,90 min
Pee Mak (2013), Comedy| Horror| Romance,28-Mar-13,Thailand,7.4,115 min
Nightmare on Elmo's Street (2015), Comedy| Horror,1-Jun-15,USA,3.9,124 min
Shhhh (2017), Horror,1-Oct-17,USA,5.5,80 min
VooDoo (2017), Horror,24-Feb-17,USA,5.6,83 min
Still/Born (2017), Horror| Thriller,2017,Canada,6.2,87 min
Osombie (2012), Action| Horror,10-Aug-13,Japan,3.6,92 min
Hallows' Eve (2014), Horror,14-Oct-14,Canada,3.3,78 min
Fire City: End of Days (2015), Fantasy| Horror| Thriller,22-Jun-15,USA,4.9,101 min
Darker Than Night (2014), Horror,26-Sep-14,USA,4.2,110 min
The Sleeper (2012), Horror| Thriller,31-Jan-12,USA,4,90 min
Bloody Crayons (2017), Horror| Mystery| Thriller,21-Jul-17,USA,7.1,109 min
All Hallows' Eve 2 (2015), Horror,6-Oct-15,USA,4.9,91 min
American Poltergeist 3 (2015), Horror,2015,USA,7,84 min
Tulpa - Perdizioni mortali (2012), Horror| Thriller,20-Jun-13,Italy,4.7,84 min
Sweet Home (2015), Horror,8-May-15,Spain,5.2,80 min
Slink (2013), Horror| Thriller,14-Jun-13,USA,2.7,80 min
The Midnight Man (2017), Comedy| Horror| Thriller,3-Oct-17,USA,6.3,88 min
The Last Showing (2014), Horror| Thriller,23-Sep-14,USA,5.1,89 min
Skinwalker Ranch (2013), Horror| Mystery| Sci-Fi,30-Oct-13,USA,5.1,86 min
